1786405613.2901480198 -1.0331360606 0.4535696114 -0.7495893749 0.9558404732 -0.0000000000 -15.5321525741 -1.5188863035 -4.6363944901
1786405613.2929155827 -1.0330995373 0.4535424613 -0.7496349870 0.9557552520 -0.0000000000 -15.5321525741 -1.5188863035 -4.6363944901
1786405613.2968845367 -1.0330630139 0.4534338609 -0.7495437628 0.9556700309 -0.0344505345 -15.3673942126 -1.5258751876 -4.6240339249
1786405613.3008608818 -1.0330264906 0.4533252604 -0.7493613144 0.9556700309 2.7684105799 -9.9995068495 -0.2945642329 -3.3866110939
1786405613.3048353195 -1.0329899672 0.4533252604 -0.7490876417 0.9558404732 6.3846946934 -3.3532095177 1.8093575888 -1.3093186070
1786405613.3088541031 -1.0328073505 0.4538139623 -0.7485402965 0.9566926847 8.2226340837 0.2274224058 3.4484975243 0.2333528932
1786405613.3128695488 -1.0323690702 0.4545198650 -0.7475368301 0.9582266655 8.8693357989 2.1503814063 4.6586995543 1.2659464797
1786405613.3168306351 -1.0318212200 0.4551986175 -0.7460316305 0.9601867521 8.9133425087 3.1794793096 5.4689587946 1.9090150341
1786405613.3208329678 -1.0312003230 0.4557687697 -0.7442527583 0.9621468386 8.6881999248 3.7275708999 5.9728898470 2.2821539443
1786405613.3248410225 -1.0305794260 0.4561760212 -0.7422914377 0.9643625887 8.4281400895 4.0175641583 6.2689731625 2.4837978530
1786405613.3288614750 -1.0300315757 0.4562031713 -0.7403301171 0.9669192233 8.2793399454 4.1745853099 6.4446772954 2.5374008834
1786405613.3328406811 -1.0295932955 0.4562031713 -0.7383231844 0.9701576272 8.3255429697 4.2552452213 6.5330882175 2.3803249907
1786405613.3368527889 -1.0291550153 0.4560674208 -0.7359057427 0.9742482426 8.4459058953 4.2956621146 6.5170647315 1.9820393561
1786405613.3408670425 -1.0286802117 0.4559316703 -0.7330321799 0.9791058484 8.5337738483 4.3117184768 6.3710650585 1.3807110389
1786405613.3448369503 -1.0280227913 0.4560674208 -0.7295200476 0.9839634543 8.4352519418 4.3078272002 6.0540766020 0.6786419234
1786405613.3488743305 -1.0272192776 0.4562031713 -0.7255517943 0.9893323870 8.1138297481 4.2955832510 5.6028068877 -0.0876226125
1786405613.3528411388 -1.0263061938 0.4562574715 -0.7213554804 0.9947013198 7.7045356784 4.2809253317 5.0745675765 -0.7899501462
1786405613.3568558693 -1.0254661567 0.4564203721 -0.7171591665 1.0000702525 7.3795096253 4.2620932794 4.5392262929 -1.4385302427
1786405613.3608589172 -1.0245895963 0.4565561226 -0.7127347921 1.0058652911 7.1290001925 4.2418569667 4.0268284978 -2.0832487515
1786405613.3648576736 -1.0237495592 0.4567733235 -0.7084472539 1.0114898873 7.0387020002 4.2199626169 3.5905978286 -2.6149762747
1786405613.3688983917 -1.0229460454 0.4573706257 -0.7041597158 1.0165179354 7.0037725163 4.1901151181 3.2129723873 -2.9959107601
1786405613.3728480339 -1.0220329616 0.4581851288 -0.6997809535 1.0216312047 6.9277746959 4.1551889311 2.8868862039 -3.2586306395
1786405613.3768060207 -1.0211198778 0.4592711329 -0.6955846396 1.0263183683 6.8434569570 4.1153679366 2.6431738089 -3.3570570447
1786405613.3808581829 -1.0202433174 0.4607100883 -0.6914339378 1.0305794260 6.7977357576 4.0685385802 2.4579916054 -3.3072011593
1786405613.3848655224 -1.0193667569 0.4622847943 -0.6874200724 1.0351813684 6.8028305686 4.0191042352 2.3629071690 -3.2463559539
1786405613.3888609409 -1.0185632432 0.4639138004 -0.6837711038 1.0396128684 6.8970749458 3.9699008836 2.3519076652 -3.1442442701
1786405613.3928787708 -1.0177597294 0.4658414577 -0.6802589715 1.0437887050 7.0023806803 3.1178282744 2.4210231227 -3.0104751457
1786405613.3968234062 -1.0168466456 0.4680134659 -0.6768836755 1.0480497627 7.0134493589 1.5796998587 2.5630441334 -2.8773104528
1786405613.4008686543 -1.0158239917 0.4701040238 -0.6737364401 1.0518847147 6.8983378081 0.0747433112 2.7453154332 -2.6633181952
1786405613.4048228264 -1.0148378612 0.4723574823 -0.6704979805 1.0553787821 6.7301733132 -1.4342233866 2.9243162444 -2.3968741489
1786405613.4088742733 -1.0137056373 0.4745837907 -0.6673051330 1.0589580706 6.4780489687 -2.5313208340 3.1167358315 -2.1199032900
1786405613.4128656387 -1.0126099368 0.4768372492 -0.6641578975 1.0627930225 6.2958044017 -3.5207447094 3.2724353085 -1.8866135367
1786405613.4168639183 -1.0115507596 0.4793079085 -0.6605545411 1.0666279745 6.1682119128 -4.6595564485 3.3412769937 -1.7309145320
1786405613.4208579063 -1.0104185356 0.4818600181 -0.6569055725 1.0708890323 6.0536290790 -5.7870104070 3.3635061512 -1.6873295186
1786405613.4249370098 -1.0092863117 0.4843306774 -0.6531197675 1.0751500900 5.9824931312 -6.7497759785 3.3007833315 -1.6965809882
1786405613.4289367199 -1.0082636579 0.4868827871 -0.6489234536 1.0790702631 6.0126574758 -7.5998110376 3.1424343854 -1.6925377417
1786405613.4339776039 -1.0071679573 0.4895977973 -0.6443622429 1.0835869843 6.1149253504 -8.7492575100 2.8052054869 -1.8033524005
1786405613.4379572868 -1.0061818268 0.4921499069 -0.6399834806 1.0883593690 6.1578634370 -9.0600811742 2.6763609970 -1.8958524845
1786405613.4408457279 -1.0052687430 0.4948377671 -0.6352854335 1.0930465325 6.3294630787 -9.7746217430 2.3832534227 -2.0797368108
1786405613.4459478855 -1.0042460891 0.4975527773 -0.6304505501 1.0980745807 6.4268645454 -10.4228003743 2.0836031749 -2.3078148140
1786405613.4489417076 -1.0032234353 0.5001591872 -0.6257981151 1.1033582923 6.4892647494 -10.7458689416 1.8310627754 -2.5741280883
1786405613.4528591633 -1.0021277347 0.5029284976 -0.6207807833 1.1083011192 6.4259811467 -11.2426178638 1.5632833200 -2.8241032889
1786405613.4569189548 -1.0009224641 0.5056435079 -0.6158546757 1.1135848309 6.2509748033 -11.7082390099 1.3178991699 -3.0621279264
1786405613.4619984627 -0.9996441468 0.5081956175 -0.6112022407 1.1190389848 5.9931056469 -11.6924613323 1.1598963598 -3.2987207175
1786405613.4648704529 -0.9983658294 0.5109377778 -0.6064129694 1.1242374752 5.7354826475 -12.0551178258 1.0144371012 -3.5181725354
1786405613.4689576626 -0.9970144654 0.5138428388 -0.6016236981 1.1299472926 5.4908360381 -12.7077334939 0.9056777807 -3.7665346247
1786405613.4728503227 -0.9956631014 0.5165578490 -0.5971537116 1.1356571100 5.2969605474 -13.0737033887 0.8766008218 -3.9989627573
1786405613.4768896103 -0.9943482607 0.5194086098 -0.5926381130 1.1410260427 5.1712058277 -13.6552950259 0.8736818785 -4.1802690328
1786405613.4808621407 -0.9929238500 0.5222865206 -0.5880769022 1.1463949755 5.0109655582 -14.1240961125 0.8888832415 -4.3307704590
